,0,1,2
327,"Feb 7, 2018 ", novogratz raises $250 million for crypto merchant bank ,0.0
328,"Feb 7, 2018 ", canada's first blockchain etf launches amid bitcoin volatility ,0.0
329,"Feb 7, 2018 ", riot blockchain shares climb after making plans for a crypto exchange ,-0.34
330,"Feb 7, 2018 "," fat fingers, rogue planets and buying bitcoin ",0.0
331,"Feb 7, 2018 ", the bitcoin boom could be great for sex businesses ,0.6249
332,"Feb 7, 2018 "," bitcoin may evolve into what everyone fears, mathematicians say ",-0.4215
333,"Feb 7, 2018 "," cryptocurrencies extend gains after sec, goldman sachs weigh in ",0.4767
334,"Feb 6, 2018 "," get ready for most cryptocurrencies to hit zero, goldman says ",0.3612
335,"Feb 6, 2018 ", gold proves its mettle as bitcoin sheds haven status ,0.0
336,"Feb 6, 2018 ", coinbase says credit card fees are piling up on crypto sales ,0.3818
337,"Feb 6, 2018 "," wave of crypto scams, bitcoin's crash spook card issuers ",-0.7579
338,"Feb 6, 2018 ", big crypto firms need to assist regulation: coinshares’ radloff ,0.0
339,"Feb 6, 2018 ", bitcoin sees a slight bounce back ,0.0
340,"Feb 6, 2018 ", the stock market is a lot like bitcoin ,0.3612
341,"Feb 6, 2018 ", bitcoin's crash looks spookily familiar ,-0.4019
342,"Feb 6, 2018 "," violent moves prevail in s&p futures, vix, crypto ",-0.5994
343,"Feb 6, 2018 "," bitcoin miners face shakeout as only strongest survive at $6,000 ",0.1531
344,"Feb 6, 2018 ", bis chief sees ‘strong case’ for cryptocurrency intervention ,0.0
345,"Feb 6, 2018 ", bitcoin crash sees miners fried in this game of chicken ,-0.4019
346,"Feb 6, 2018 ", bitcoin billionaires want a crypto utopia in the sun ,0.0772
347,"Feb 6, 2018 "," bitcoin breaches $6,000 as cryptocurrency exodus accelerates ",0.0
348,"Feb 6, 2018 ", a tiny canadian bank is building a vault for cryptocurrencies ,0.0
349,"Feb 5, 2018 "," banking backlashes, govt. regulations hit bitcoin ",0.0
350,"Feb 5, 2018 "," bitcoin trading signal that returned 1,152% is flashing sell ",0.0
351,"Feb 5, 2018 ", 3 charts to know: bitcoin plunges below $7000 ,0.0
352,"Feb 5, 2018 ", ey blockchain leader says firms need long-term plan for bitcoin ,0.0
353,"Feb 5, 2018 ", cryptocurrency rules from congress sought by u.s. market cops ,0.0
354,"Feb 5, 2018 ", bitcoin slide drags cryptocurrencies lower as equity selloff deepens ,-0.4404
355,"Feb 5, 2018 ", bitcoin crashes as credit card companies block purchases ,-0.0772
356,"Feb 5, 2018 ", buffett's bnsf joins group aiming to use blockchain in freight ,0.0
357,"Feb 5, 2018 ", canada's banks allow credit-card crypto purchases -- for now ,0.2263
358,"Feb 5, 2018 "," after bitcoin craze, swedish investors succumb to reefer madness ",-0.5423
359,"Feb 5, 2018 ", cryptocurrencies drop with risk assets as stock rout endures ,-0.3612
360,"Feb 4, 2018 ", the cost of crypto is turning miners towards green power ,0.0
361,"Feb 4, 2018 ", why the cryptocurrency world is watching south korea ,0.0
362,"Feb 2, 2018 ", get ready for the bitcoin recovery. technicians point to rebound ,0.3612
363,"Feb 2, 2018 ", bitcoin hits 2018 low ,-0.2732
364,"Feb 2, 2018 "," bitcoin ban expands across credit cards as jpmorgan, bofa recoil ",-0.1531
365,"Feb 2, 2018 ", hedge funds bet bitcoin's pain isn't over on cboe futures market ,-0.5106
366,"Feb 2, 2018 ", big investors circle telegram’s ico while veteran crypto insiders pass ,0.0
367,"Feb 2, 2018 ", bitcoin newbies are getting crushed while old timers bemoan `weak hands’ ,-0.4215
368,"Feb 2, 2018 ", europe is hedging its bets on crypto ,0.0
369,"Feb 2, 2018 ", long blockchain backs off bitcoin mining ,-0.0516
370,"Feb 2, 2018 ", ubs warns employees on possible tighter crypto trading rules ,-0.1027
371,"Feb 2, 2018 ", roubini says bitcoin is the ‘biggest bubble in human history’ ,0.0
372,"Feb 2, 2018 ", nouriel roubini says bitcoin 'much worse' than tulip mania ,-0.4767
373,"Feb 2, 2018 ", a field guide to crypto culture ,0.0
374,"Feb 2, 2018 "," to the world, they’re crypto bros. to each other, a brotherhood ",0.0
375,"Feb 2, 2018 "," bitcoin drops below $8,500 as cryptocurrency misery continues ",-0.5719
376,"Feb 2, 2018 ", bitcoin’s “kimchi premium” has vanished ,0.0
377,"Feb 2, 2018 ", japan regulators face scrutiny after second major crypto heist ,0.0
378,"Feb 2, 2018 ", china’s crypto crackdown sends miners scurrying to chilly canada ,0.0
379,"Feb 1, 2018 ", bitcoin's brutal week is even worse in south korea ,-0.802
380,"Feb 1, 2018 ", here are some of the reasons for bitcoin's decline ,0.0
381,"Feb 1, 2018 ", cme takes cautious stance toward crypto-futures besides bitcoin ,-0.1027
382,"Feb 1, 2018 "," bloomberg markets: facebook hitting wall, bitcoin’s new low ",-0.2732
383,"Feb 1, 2018 "," cme has no imminent plan to expand beyond bitcoin, ceo says ",0.0258
384,"Feb 1, 2018 "," the cable - bitcoin, tech & inflation ",0.0
385,"Feb 1, 2018 "," ecb's nowotny toughens bitcoin stance, backs china's crackdown ",-0.1027
386,"Feb 1, 2018 ", cme rebuffs smaller bitcoin fans while cboe leads in crypto-futures ,0.0
387,"Feb 1, 2018 "," protean penny stock gets bitcoin facelift and soars 15,000% ",0.0
388,"Feb 1, 2018 ", bitcoin extends record january slide as concerns increase ,0.4215
389,"Feb 1, 2018 ", millennial traders flee banking to chase riches in crypto ,0.5267
390,"Feb 1, 2018 ", european union makes bid to board blockchain bandwagon ,0.0
391,"Feb 1, 2018 ", bitcoinbro ceo says bitcoin is going through growing pains ,-0.2732
392,"Feb 1, 2018 ", india turns against bitcoin but embraces blockchain ,0.0
393,"Feb 1, 2018 ", a bitcoin conference rented a miami strip club—and regretted it ,-0.3818
394,"Feb 1, 2018 ", obscure cryptocurrency targeted in $500 million heist: quicktake ,0.0
395,"Feb 1, 2018 ", bitcoin's drop in january leaves investors in cold ,-0.2732
396,"Feb 1, 2018 "," bored with banking, this former citi trader went full crypto ",-0.2732
397,"Jan 31, 2018 ", bitcoin's big wipeout erased $44 billion of value in january ,0.34
398,"Jan 31, 2018 ", goldman sachs felt rushed by quick rollout of bitcoin futures ,0.0
399,"Jan 31, 2018 ", square rolls out bitcoin trading to almost all cash app users ,0.0
400,"Jan 31, 2018 "," venezuela's first crypto sales to be private, obscuring discounts ",0.0
401,"Jan 31, 2018 ", bloomberg law brief: cryptocurrency regulation (audio) ,0.0
402,"Jan 31, 2018 ", why crypto traders are so worried about tether ,-0.4341
403,"Jan 31, 2018 ", bitcoin is the new gold ,0.0
404,"Jan 31, 2018 "," signaling crackdown, sec boss emerges as crypto skeptic-in-chief ",0.0
405,"Jan 30, 2018 ", enel plans power sales to miner of cryptocurrency ,0.0
406,"Jan 30, 2018 ", facebook bans ads associated with cryptocurrencies ,0.0
407,"Jan 30, 2018 "," u.s. regulators subpoena crypto exchange bitfinex, tether ",0.0
408,"Jan 30, 2018 ", court to decide on extent of cryptocurrency regulation (audio) ,0.0
409,"Jan 30, 2018 ", cryptocurrencies extend losses after exchange subpoenaed ,-0.25
410,"Jan 30, 2018 ", carney says cryptocurrency transactions shouldn't be anonymous ,0.0
411,"Jan 30, 2018 ", sec freezes crypto assets of $600 million initial coin offering ,0.1531
412,"Jan 30, 2018 ", on closer inspection your blockchain etf may just be a tech fund ,0.0
413,"Jan 30, 2018 ", nigerian senate orders investigation of bitcoin trading ,0.0
414,"Jan 30, 2018 ", euronext ceo says bitcoin has nothing to do with real economy ,0.0
415,"Jan 30, 2018 ", maicoin's ceo: want taiwan to be known as the republic of cryptography ,0.0772
416,"Jan 29, 2018 ", record crypto heist raises the appeal of a new type of exchange ,0.0
417,"Jan 29, 2018 ", one million people are waiting in line to join robinhood's crypto trading ,0.296
418,"Jan 29, 2018 ", crypto firm ordered to stop broker business by german watchdog ,-0.296
419,"Jan 29, 2018 ", struggling e&p companies may turn to crypto mining: bellusci ,-0.4215
420,"Jan 29, 2018 ", crypto hedge fund polychain said to plan ipo in canada ,0.0
421,"Jan 29, 2018 ", china's first bitcoin exchange acquired by hong kong investors ,0.0
422,"Jan 29, 2018 ", bitcoin investment trust jumps after stock split takes effect ,0.5106
423,"Jan 29, 2018 ", can bitcoin be regulated? u.s. courts are about to decide ,0.0
424,"Jan 29, 2018 ", governments worry that cryptocurrencies could be the ‘next swiss bank account’ ,-0.4404
425,"Jan 29, 2018 ", blackrock says bitcoin `not an investable asset class' ,0.3612
426,"Jan 29, 2018 "," terrorism, not taxes, is the key focus on bitcoin, canada says ",-0.6808
427,"Jan 29, 2018 ", gold gain isn't really about inflation or bitcoin ,0.5267
428,"Jan 29, 2018 ", cryptocurrency markets are juicy targets for hackers: timeline ,0.0
429,"Jan 29, 2018 ", 500 startups' cheung says bitcoin is boring ,-0.3182
430,"Jan 29, 2018 "," crypto investors risk ‘total loss,’ deutsche warns ",-0.3612
431,"Jan 28, 2018 ", japanese crypto stocks unfazed by $500 million coincheck heist ,0.0
432,"Jan 28, 2018 ", crypto trading needs a new model ,0.0
433,"Jan 28, 2018 ", massive cryptocurrency heist spurs call for more regulation ,0.0
434,"Jan 28, 2018 ", making sense of bitcoin and its wild price ride ,0.0
435,"Jan 28, 2018 ", japanese crypto-exchange hacked for almost $500m ,-0.4019
436,"Jan 26, 2018 ", japanese bitcoin exchange loses hundreds of millions of dollars ,-0.3182
437,"Jan 26, 2018 "," starbucks chairman big on cryptocurrency, just maybe not bitcoin ",0.0
438,"Jan 26, 2018 ", coeure urges g-20 to discuss regulating bitcoin at march meeting ,0.0
439,"Jan 26, 2018 ", coincheck says it lost crypto coins valued at about $400 million ,0.1531
440,"Jan 26, 2018 ", i've seen the blockchain's future. it's banana-shaped ,0.0
441,"Jan 25, 2018 "," the alt-coin rally is likely done for 2018 so stick to bitcoin, says fundstrat ",0.0
442,"Jan 25, 2018 ", robinhood soon to offer commission free cryptocurrency trading ,0.5106
443,"Jan 25, 2018 ", bitconnect’s ‘crypto-wonderland’ hit with investor lawsuit ,-0.2263
444,"Jan 25, 2018 ", soros says bitcoin bubble won't have ‘sharp break’ like others ,0.3612
445,"Jan 25, 2018 "," bank bans ‘not surprising’ given bitcoin risks, sweden says ",-0.2732
446,"Jan 25, 2018 ", ready-made crypto mining kits lure more than geeks in singapore ,-0.1725
447,"Jan 25, 2018 "," bitcoin is taking growing regulatory scrutiny, from some, in stride ",0.1779
448,"Jan 25, 2018 ", robinhood’s fine print on free bitcoin trades is a big buzzkill ,0.6249
449,"Jan 25, 2018 ", bitgo to acquire bitcoin custodian ,0.0
450,"Jan 25, 2018 ", robinhood is adding cryptocurrency trading ,0.0
451,"Jan 25, 2018 ", don't hold your breath waiting for bitcoin etfs amid sec review ,0.0
452,"Jan 25, 2018 ", bitcoin’s about to get easier for wall street pros to trade ,0.4215
453,"Jan 25, 2018 ", short sellers set sights on stocks riding the blockchain bandwagon ,0.0
454,"Jan 25, 2018 ", central bank in africa's top bitcoin market warns of ‘gamble’ ,0.1027
455,"Jan 25, 2018 "," may on bitcoin, brexit, and london's role as financial center ",0.0
456,"Jan 25, 2018 ", may says she’ll look ‘very seriously’ at action on bitcoin ,0.0
457,"Jan 25, 2018 ", theresa may says u.k. should look at bitcoin ‘very seriously’ ,0.0
458,"Jan 25, 2018 ", ripple wants xrp to be bitcoin for banks. if only the banks wanted it ,0.0
459,"Jan 25, 2018 ", lagarde says cryptocurrency mining is consuming too much power ,0.0
460,"Jan 25, 2018 "," china's crypto crackdown eases rig bottleneck, hyperblock says ",0.2023
461,"Jan 24, 2018 ", discover ceo says there's a reason cardholders can't buy bitcoin ,0.0
462,"Jan 24, 2018 ", how fundstrat's tom lee pegs a value on bitcoin ,0.34
463,"Jan 24, 2018 "," blockchain is ‘bigger than bitcoin’, says firm behind tech etf ",0.0
464,"Jan 24, 2018 ", bitcoin etf hype meets regulator reality in race to be first ,0.0
465,"Jan 24, 2018 "," a look at who owns bitcoin (young men), and why (lack of trust) ",0.0
466,"Jan 24, 2018 ", ico fundraising is rising even with crypto market downturn ,0.0
467,"Jan 24, 2018 ", morgan stanley ceo gorman says bitcoin is not going away ,0.0
468,"Jan 24, 2018 ", coinsquare crypto exchange eyes $120 million ipo in canada ,0.0
469,"Jan 24, 2018 ", blackrock bond veterans start hedge fund aimed at cryptocurrency ,0.0
470,"Jan 24, 2018 ", crypto finance meets regular finance ,0.0
471,"Jan 24, 2018 ", nasdaq ceo says exchange is ‘still evaluating’ bitcoin futures ,0.0
472,"Jan 24, 2018 ", ubs chairman says a ‘massive’ bitcoin correction is possible ,0.0
473,"Jan 24, 2018 ", ubs chairman warns of `massive' bitcoin correction: davos update ,-0.1027
474,"Jan 24, 2018 ", bitcoin futures get cold shoulder from japan financial regulator ,0.0
475,"Jan 23, 2018 ", bitbull ceo dipasquale says crypto assets are here to stay ,0.1779
476,"Jan 23, 2018 ", riot blockchain claims 500 bitcoins in u.s. marshals' auction ,-0.5574
477,"Jan 23, 2018 ", grayscale plans five new crypto funds ,0.0
478,"Jan 23, 2018 ", bitcoin forking craze on the rise ,-0.1531
479,"Jan 23, 2018 ", the blockchain is not the world ,0.0
480,"Jan 23, 2018 "," m&g ceo says blockchain has potential, bitcoin has challenges ",0.0772
481,"Jan 23, 2018 ", gold market mulling blockchain for $200 billion of supply ,0.0
482,"Jan 23, 2018 ", bitcoin may split 50 times in 2018 as forking craze accelerates ,-0.1531
483,"Jan 23, 2018 ", first cryptocurrency freight deal takes russian wheat to turkey ,0.0
484,"Jan 22, 2018 ", crypto exchange bitflyer embraces regulation the market fears ,-0.4215
485,"Jan 22, 2018 "," yes, bitcoin is a means of payment. just not yet for you ",0.4019
486,"Jan 22, 2018 ", what’s in a blockchain name? sec demands more than investor bait ,0.0
487,"Jan 22, 2018 "," gva research ceo garrity sees bitcoin falling to $5,000 ",-0.1531
488,"Jan 22, 2018 ", nordea imposes bitcoin ban across all of bank's departments ,-0.6124
489,"Jan 22, 2018 ", blockchain name changes are still paying off ,0.0
490,"Jan 22, 2018 ", bitcoin has no role yet for institutional investors: bernstein ,-0.296
491,"Jan 22, 2018 ", how nigerians beat bitcoin scams ,-0.5859
492,"Jan 22, 2018 "," former ubs banker launches crypto fund, seeks swiss approval ",0.4767
493,"Jan 21, 2018 ", gva research ceo says sentiment is driving bitcoin ,0.0
494,"Jan 21, 2018 ", cryptocurrency markets aren't all the same ,0.0
495,"Jan 21, 2018 ", sec is right to ask questions about bitcoin etfs ,0.0
496,"Jan 19, 2018 ", bitcoin futures cop says it will remain on beat during shutdown ,0.0
497,"Jan 19, 2018 ", bitcoin etf race is heating up despite sec oversight: balchunas ,0.0
498,"Jan 19, 2018 ", the blockchain cruise sails in asia ,0.0
499,"Jan 19, 2018 ", bitcoin etf race is heating up despite sec oversight: balchunas ,0.0
500,"Jan 19, 2018 ", the top 3 questions from the sec bitcoin etf letter ,0.2023
501,"Jan 19, 2018 ", the blockchain cruise sails in asia ,0.0
502,"Jan 19, 2018 ", making crypto millions isn't what it used be ,0.0
503,"Jan 19, 2018 "," as bitcoin sinks, crypto bros party hard on a blockchain cruise ",0.3182
504,"Jan 18, 2018 ", forget bitcoin. cash is tsmc's real future ,-0.2263
505,"Jan 18, 2018 ", the great cryptocurrency crash? ,0.34
506,"Jan 18, 2018 "," u.s. watchdog outlines issues with bitcoin etfs, mutual funds ",0.0
507,"Jan 18, 2018 ", analysts say bitcoin miners to boost tsmc results ,0.4019
508,"Jan 18, 2018 ", tsmc climbs as investors bet on crypto-mining over phones ,0.0
509,"Jan 18, 2018 ", this singapore hedge fund unit is raising money for a crypto arbitrage fund ,0.0
510,"Jan 18, 2018 ", a bitcoin can still fill your tank for a decade ,0.0
511,"Jan 18, 2018 ", defiant optimism prevails at bitcoin conference in miami ,0.3818
512,"Jan 18, 2018 ", imf calls for global talks on cryptocurrencies ,0.0
513,"Jan 18, 2018 ", blockchain etfs join crypto gyrations in wild early session ,0.296
514,"Jan 18, 2018 ", bitcoin bull tom lee goes hyperbolic on latest price forecast ,0.0
515,"Jan 18, 2018 ", morgan stanley joins goldman sachs in clearing bitcoin futures ,0.0
516,"Jan 18, 2018 ", bitcoin deja vu: charts ,0.0
517,"Jan 18, 2018 ", blockchain tested for making mortgage securities easier to track ,0.6124
518,"Jan 18, 2018 ", vanguard sees ‘idiosyncratic risk' in cryptocurrency's wild ride ,-0.2732
519,"Jan 18, 2018 ", crypto derivatives targeted by eu regulator weighing curbs ,0.0
520,"Jan 18, 2018 "," as bitcoin tumbles, new fund offers crypto investors an easy exit ",0.4404
521,"Jan 18, 2018 ", ledger ceo says bitcoin wallet is 'impossible to penetrate' ,0.0
522,"Jan 18, 2018 ", bitcoin slips after frantic rally as traders await fresh signals ,-0.0516
523,"Jan 18, 2018 ", bitcoin wallet maker ledger raises $75 million for security push ,0.34
524,"Jan 17, 2018 ", gold soars as crypto currencies plunge ,0.0
525,"Jan 17, 2018 ", blockchain etfs hit the market ,0.0
526,"Mar 09, 2017",banking & finance: china halt on bitcoin continues. ,0.0
527,"Sep 13, 2017",bitcoin can be a competitive store of value. ,0.4767
528,"Jan 12, 2017",bitcoin swoons on new curbs in china. ,0.0
529,"Mar 14, 2017","bitcoin's future still hazy; the securities and exchange commission's rejection of an exchange-traded fund based on bitcoin marked a major setback for bitcoin's future in the united states, writes christopher langner for bloomberg view. ",0.128
530,"Oct 19, 2016","central banking and bitcoin; central banks should embrace the technology that underpins ""cryptocurrencies"" such as bitcoin, or suffer an exclusion from new payment systems that would undermine their powers of surveillance, writes dirk niepelt. ",-0.6808
531,"Jan 11, 2017","chinese regulators target bitcoin in effort to limit capital leaving the country; virtual currency falls sharply after pboc conducts spot inspections of bitcoin exchanges btcc, okcoin and huobi. ",0.0
532,"Jul 25, 2017",banking & finance: options exchange cleared for bitcoin. ,0.1027
533,"Aug 02, 2017",cboe teams up with winklevoss twins for bitcoin data; move paves way for chicago-based exchange to list bitcoin derivatives. ,0.0
534,"Jan 10, 2017",banking & finance: banks co-opt bitcoin technology. ,0.0
535,"Dec 08, 2016",banking & finance: bitcoin is dealt a setback. ,0.0
536,"Oct 22, 2016",bitcoin is model for visa network. ,0.0
537,"Dec 07, 2016",bitcoin powerhouse will pull the plug on bitcoin; circle internet financial says it will focus on mobile payments business. ,0.0
538,"Dec 12, 2016",bitcoin startup adds former barclays chief antony jenkins; london-based blockchain provides services related to bitcoin and cryptocurrencies. ,0.0
539,"Dec 31, 2016","bitcoin trounced the dow this year; if bitcoin's momentum continues, one new digital coin could be worth as much as an ounce of gold by next year. ",0.2263
540,"Feb 09, 2017",beijing warns exchanges on bitcoin. ,-0.1027
541,"Jan 19, 2017",bitcoin trading faces greater scrutiny in china; regulators say two bitcoin exchanges in beijing improperly engaged in margin financing. ,0.6369
542,"Jun 06, 2017",china allows bitcoin withdrawals. ,0.0
543,"Sep 11, 2017",china to shut bitcoin exchanges; authorities to ban commercial trading of all virtual currencies. ,-0.5574
544,"Mar 18, 2017",china to tighten oversight of bitcoin. ,0.0
545,"Sep 18, 2017",china's interference on bitcoin tests currency's foundation; latest plans represents some of the most draconian measures any government has taken to control bitcoin. ,0.0
546,"Sep 11, 2017",chinese authorities set to shut bitcoin exchanges. ,0.0
547,"Jan 20, 2017",currencies: china in bitcoin crackdown. ,0.0
548,"Jan 24, 2017",currencies: chinese target trading in bitcoin. ,0.0
549,"Mar 30, 2017",deng's take: china's attitude toward bitcoin evolves; china's central bank has moved to draft guidelines to regulate bitcoin exchanges. ,0.0
550,"Sep 12, 2017",china cracks down on bitcoin. ,0.0
551,"Jun 30, 2017",chip makers' windfall: bitcoin. ,0.0
552,"Mar 28, 2017",banking & finance: irs pressures bitcoin exchange for customer data. ,-0.3182
553,"Aug 28, 2017",the bitcoin valuation bubble. ,0.0
554,"May 24, 2017","finance & markets: fidelity ceo cites bitcoin's appeal, hurdles. ",0.0
555,"Sep 19, 2017",streetwise: what should bitcoin actually be worth? ,0.2263
556,"Jul 10, 2017",why bitcoin is booming. ,0.0
557,"Mar 10, 2017",michaels's take: will bitcoin fund be piwowar's legacy? the sec faces a friday deadline to approve or deny the winklevoss bitcoin trust. ,0.2263
558,"Mar 11, 2017",markets & finance: sec rejects application for bitcoin trading fund. ,-0.4939
559,"Jul 13, 2017","banking & finance: as trial starts, bitcoin investors still waiting. ",0.0
560,"Nov 15, 2016",currencies: cme group launches indexes to track bitcoin. ,0.0
561,"Aug 26, 2017",weekend investor -- tax report: this much is clear: no clarity over bitcoin. ,0.4767
562,"Sep 21, 2017","banking & finance: bitcoin 'fugitives' meet, skirt beijing. ",0.0
563,"Nov 05, 2016",weekend investor --- china's traders now dominate buying bitcoin. ,-0.128
564,"Aug 10, 2017","at manhattan rooftop bash, dreams of bitcoin riches; a record rise in digital currencies bitcoin and ethereum has entrepreneurs and speculators jumping at new opportunities. ",0.8271
565,"Aug 02, 2017",banking & finance: bitcoin rival falls in first trade day. ,0.0
566,"Jun 07, 2017","bitcoin drives to a new high, but is it headed for a crash? bitcoin's use in funding startups via initial coin offerings are a major catalyst for the price surge in digital currencies this year. ",-0.5499
567,"Jun 06, 2017","bitcoin drives to a new high, but is it headed for a crash? bitcoin's use in funding startups via initial coin offerings are a major catalyst for the price surge in digital currencies this year. ",-0.5499
568,"May 10, 2017",bitcoin receives boost from digital brethren. ,0.4019
569,"Aug 01, 2017",bitcoin rival arises from sector spat. ,0.0
570,"Aug 01, 2017","bitcoin rival launches in volatile first day; bitcoin cash trades at about 10% of a bitcoin's value, or around $270. ",0.34
571,"Jun 07, 2017",bitcoin trades full speed ahead. ,0.0
572,"Jan 06, 2017","bitcoin's stormy thursday: first a rally, then a plunge. ",0.0
573,"Apr 13, 2017",bitcoin's use is no match to the hype. ,-0.296
574,"Mar 03, 2017","currencies: as bitcoin climbs, a golden moment is reached. ",0.1027
575,"Mar 07, 2017",currencies: bitcoin etf decision is due. ,0.0
576,"May 16, 2017",global cyberattack: hackers get small ransom in bitcoin. ,0.0
577,"May 16, 2017","hackers just stole $66,000 in bitcoin. now what? converting that bitcoin into cash with the whole world watching their every move will be tough. ",-0.128
578,"Jun 21, 2017",markets & finance -- currencies: battle over bitcoin's fate spurs sharp price swings. ,-0.3818
579,"Aug 12, 2017",partyers dream of bitcoin riches. ,0.7579
580,"Apr 12, 2017","people love talking about bitcoin more than using it; more than eight years after it started, bitcoin isn't living up to early hype as the payment system of the future. ",0.6369
581,"Mar 07, 2017",sec to decide this week if bitcoin could become the next etf star; agency's pending decision on winklevoss bitcoin trust could open cryptocurrency to the masses through fund traded on bats. ,0.5106
582,"Mar 06, 2017",sec to decide this week if bitcoin could become the next etf star; agency's pending decision on winklevoss bitcoin trust could open cryptocurrency to the masses through fund traded on bats. ,0.5106
583,"Mar 20, 2017",technical feud sinks value of bitcoin. ,0.0
584,"Jan 20, 2017",the race is on for a bitcoin etf; grayscale investments files to list its bitcoin investment trust on the nyse. ,0.5106
585,"Sep 13, 2017",u.s. news: dimon reiterates criticism of bitcoin. ,-0.4404
586,"Jul 24, 2017",virtual currencies: bitcoin soars after vote defuses feud. ,-0.34
587,"Jul 17, 2017","virtual currencies: bitcoin, ether are caught in cryptocurrencies selloff. ",0.0
588,"Jan 04, 2017","currencies: forget the dow, bitcoin revisits own milestone. ",-0.2263
589,"Jan 03, 2017","no dow 20000 yet, but bitcoin gets its milestone; with trading volumes rising and some countries making large cash payments more difficult, higher demand has pushed the bitcoin price up. ",-0.7532
590,"Oct 03, 2017","goldman considers trading bitcoin, first big bank foray. ",0.0
591,"Sep 30, 2017","finance & markets: bitcoin wins in japan, loses in south korea. ",0.34
592,"Mar 28, 2017",sec deals bitcoin etf plans another setback; it rejects a proposed bitcoin etf backed by solidx management that planned to list on the nyse arca platform. ,-0.4767
593,"Apr 10, 2017",the anti-bitcoin etf; diversified currency funds provide a contrast to proposed--and so far rejected--bitcoin etfs. ,0.0
594,"Sep 11, 2017",beijing and bitcoin don't mix. ,0.0
595,"Jan 05, 2017",chinese yuan is other side of bouncing bitcoin; bitcoin's record rally and fast plunge is more about the weakening of the chinese yuan than a sudden crusade against fiat money. ,-0.3744
596,"Aug 03, 2017",banking & finance: cboe deal eases path to listing bitcoin derivatives. ,0.3182
597,"Apr 10, 2017",investing in funds & etfs: a quarterly analysis --- news challenge: funds and investing: test your smarts...on bitcoin. ,0.0772
598,"Apr 10, 2017",test how much you know about bitcoin; here's a quiz to test your knowledge of the cryptocurrency. ,0.0
599,"Sep 04, 2017","china bans fundraising via cryptocurrencies, known as icos; prices for bitcoin and ethereum tumble after ban announced. ",-0.5574
600,"Feb 09, 2017",china tells bitcoin exchanges to follow forex rules; central bank threatens shutdowns if regulations aren't adhered to. ,-0.3818
601,"Feb 08, 2017",china widens questioning of bitcoin exchanges; prices of the virtual currency have continued to gain. ,0.4588
602,"Sep 12, 2017",china to shut bitcoin exchanges; authorities to ban commercial trading of all virtual currencies. ,-0.5574
603,"Mar 27, 2017",irs crackdown on bitcoin exchange fuels privacy worries; coinbase resists summons demanding transaction and user profile records. ,-0.5719
604,"Apr 27, 2017",markets & finance: risk-wary banks chill the bitcoin market. ,0.0
605,"Feb 28, 2017",european lawmakers vote for tougher anti-money-laundering rules; bitcoin could be covered by new laws. ,0.1779
606,"Aug 27, 2017","the bitcoin valuation bubble; faithful techies think in coming decades one digital coin will be worth $500,000. ",0.5859
607,"Mar 03, 2017","currencies: as bitcoin climbs, a golden moment is reached. ",0.1027
608,"Jun 24, 2017","digital currency suffers 'flash crash' --- ether, a bitcoin cousin, plunged wednesday before recovering to near record levels. ",-0.7003
609,"Jul 03, 2017",markets review & outlook: second quarter: virtual currencies bitcoin and ether wrap up a wild quarter. ,0.0
610,"Jun 24, 2017","volatile digital currency suffers 'flash crash'; bitcoin-rival ether briefly loses almost everything, then gains it back. ",-0.5046
611,"Jun 23, 2017","volatile digital currency suffers 'flash crash'; bitcoin-rival ether briefly loses almost everything, then gains it back. ",-0.5046
612,"May 22, 2017","why bitcoin is surging, again, up 130% this year; new wave of speculative investment drives up prices. ",0.1027
613,"Sep 29, 2017","bitcoin's lot: win some, lose some; japan embraces cryptocurrency trading but south korea joins clampdown. ",0.1406
614,"Mar 29, 2017",etfs: sec gives second bitcoin fund a thumbs-down. ,0.0
615,"Sep 06, 2017",tubman beats jackson on the $20 bill; the seventh president disliked paper money. put him on bitcoin. ,-0.4019
616,"Jan 14, 2017",the intelligent investor: should you put bitcoin in an ira? ,0.4588
617,"Mar 06, 2017","test your smarts on kraft, bitcoin and buffett; how much do you know about last month's news in fund investing and markets? ",0.3818
618,"Mar 22, 2017",bats exchange objects to sec's denial of winklevoss bitcoin etf; exchange-traded fund would track the price of the digital currency. ,0.0
619,"Mar 06, 2017","investing in funds & etfs: a monthly analysis --- news challenge: the month in funds and investing: test your smarts on kraft, bitcoin and buffett. ",0.4404
620,"Jul 24, 2017",bitcoin options exchange wins approval from cftc; new service from ledgerx is the first u.s. federally regulated platform of its kind. ,0.8807
621,"Oct 04, 2017","after bitcoin crackdown, cryptocurrencies go clandestine in china; seminars on digital-currency investing that once drew hundreds now take place in smaller, more secretive settings. ",0.0
622,"Feb 06, 2017","as bitcoin etf nears, analysts warn of trading frenzy; some predict a speculative rush if sec approves a new fund in march. ",0.1027
623,"Oct 09, 2017","why bitcoin's bubble matters; if there's a price crash in the cryptocurrency, it could hit the tech sector--and more. ",-0.3818
624,"Jan 30, 2017",former fed employee fined for installing bitcoin software on fed server; ex-employee also was sentenced to 12 months' probation. ,-0.0258
625,"Apr 17, 2017",chain inc. hires goldman's jessop to boost blockchain effort; another fintech in the bitcoin world trying to strengthen ties with wall street. ,0.6124
